id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1228523487867830272,1228495519854538752,1581737799000,2020-02-15,00:36:39,Hora oficial do Brasil,60447885,melarajft,Prof. Francisco,,"Alguns poucos jornalistas têm atitudes desabonadoras e sem responsabilidades e querem ficar incólumes às consequências. Aí é melhor virar assaltante e bandido que vão faturar mais alto. #FolhaLixo
#jornalistaVagabunda","['roxmo', 'morenojose0809']",[],[],0,0,0,"['#folhalixo', '#jornalistavagabunda']",[],https://twitter.com/MelaraJFT/status/1228523487867830272,False,,0,,,,,,,"[{'user_id': '60447885', 'username': 'MelaraJFT'}, {'user_id': '17752026', 'username': 'roxmo'}, {'user_id': '992558884782034949', 'username': 'MorenoJose0809'}]",,,,
1227924292630974464,1227403081270353924,1581594939000,2020-02-13,08:55:39,Hora oficial do Brasil,1062498148420067331,marrigomes3,Marri Gomes,,"E você além de mentirosa é vagabunda! Se prostitui por qualquer coisa, até mesmo pra proteger bandidos. #JornalistaVagabunda",['camposmello'],[],[],0,0,0,['#jornalistavagabunda'],[],https://twitter.com/MarriGomes3/status/1227924292630974464,False,,0,,,,,,,"[{'user_id': '1062498148420067331', 'username': 'MarriGomes3'}, {'user_id': '36714704', 'username': 'camposmello'}]",,,,
