id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1228280060924383232,1228131744768856064,1581679761000,2020-02-14,08:29:21,Hora oficial do Brasil,72872152,douglas_rogerio,Douglas R. Santos,,"Quem ve até pensa que esse povinho rem moral pra algo né, #folhadaputa","['estadao', 'estadaopolitica']",[],[],0,0,0,['#folhadaputa'],[],https://twitter.com/douglas_rogerio/status/1228280060924383232,False,,0,,,,,,,"[{'user_id': '72872152', 'username': 'douglas_rogerio'}, {'user_id': '9317502', 'username': 'Estadao'}, {'user_id': '76369002', 'username': 'EstadaoPolitica'}]",,,,
1227976664447176704,1227643023208730624,1581607426000,2020-02-13,12:23:46,Hora oficial do Brasil,1223007675119808512,professorufrj,ProfessorUFRJ,,"Parafraseando @zehdeabreu:
pelo jeito ""vagina não transforma fake news em notícia verdadeira!""...
Está inaugurada uma nova expressão no Brasil :
#FolhaDaPuta","['andreiasadi', 'camposmello', 'zehdeabreu']",[],[],0,0,0,['#folhadaputa'],[],https://twitter.com/ProfessorUfrj/status/1227976664447176704,False,,0,,,,,,,"[{'user_id': '1223007675119808512', 'username': 'ProfessorUfrj'}, {'user_id': '40545889', 'username': 'AndreiaSadi'}, {'user_id': '36714704', 'username': 'camposmello'}, {'user_id': '206222507', 'username': 'zehdeabreu'}]",,,,
1227974899735683072,1227911431439425536,1581607005000,2020-02-13,12:16:45,Hora oficial do Brasil,1223007675119808512,professorufrj,ProfessorUFRJ,,"Eduardo, a atitude da jornalista da Folha, Patrícia @camposmello mostra que ela queria tão somente ""dar o furo""... 🤣🤣🤣
#FolhaDaPuta","['bolsonarosp', 'camposmello']",[],[],0,0,0,['#folhadaputa'],[],https://twitter.com/ProfessorUfrj/status/1227974899735683072,False,,0,,,,,,,"[{'user_id': '1223007675119808512', 'username': 'ProfessorUfrj'}, {'user_id': '74756085', 'username': 'BolsonaroSP'}, {'user_id': '36714704', 'username': 'camposmello'}]",,,,
1227972830865887235,1227417466638340097,1581606512000,2020-02-13,12:08:32,Hora oficial do Brasil,1223007675119808512,professorufrj,ProfessorUFRJ,,"Esquerda canalha, capaz de se prostituir para manter sua narrativa criminosa. #FolhaDaPuta","['edisonlanza', 'camposmello', 'bolsonarosp']",[],[],0,0,0,['#folhadaputa'],[],https://twitter.com/ProfessorUfrj/status/1227972830865887235,False,,0,,,,,,,"[{'user_id': '1223007675119808512', 'username': 'ProfessorUfrj'}, {'user_id': '61029501', 'username': 'EdisonLanza'}, {'user_id': '36714704', 'username': 'camposmello'}, {'user_id': '74756085', 'username': 'BolsonaroSP'}]",,,,
1227580382868013056,1227580382868013056,1581512945000,2020-02-12,10:09:05,Hora oficial do Brasil,915340353275879425,pietrojunior77,Pietro junior,,#FolhaDaPuta,[],[],[],0,0,0,['#folhadaputa'],[],https://twitter.com/Pietrojunior77/status/1227580382868013056,False,,0,,,,,,,"[{'user_id': '915340353275879425', 'username': 'Pietrojunior77'}]",,,,
