id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1227342385635561474,1227311186045214720,1581456202000,2020-02-11,18:23:22,Hora oficial do Brasil,2450409226,jrwalter10,🔴⚫️ WRJR🕙,,"Bora dar uma saidinha, tenho umas coisas p falar p vc hahahahhaha #bocadeveludo",['camposmello'],[],[],0,0,0,['#bocadeveludo'],[],https://twitter.com/JrWalter10/status/1227342385635561474,False,,0,,,,,,,"[{'user_id': '2450409226', 'username': 'JrWalter10'}, {'user_id': '36714704', 'username': 'camposmello'}]",,,,
1227032431032774656,1227032431032774656,1581382303000,2020-02-10,21:51:43,Hora oficial do Brasil,73957360,dicasodonto,Luiz Rodolfo - Dicas Odonto,,"Repost vidadedentistas Por mais que o busão esteja lotado e a passagem cara, nunca perca seu sorriso 😀 #vidadedentista #dicasodonto #dicasodonto😷 #dentadura #dentes #bocadeveludo #onibus  https://www.instagram.com/p/B8aDmsADrk0/?igshid=s48qvfoyko32 …",[],['https://www.instagram.com/p/B8aDmsADrk0/?igshid=s48qvfoyko32'],[],0,0,0,"['#vidadedentista', '#dicasodonto', '#dicasodonto', '#dentadura', '#dentes', '#bocadeveludo', '#onibus']",[],https://twitter.com/Dicasodonto/status/1227032431032774656,False,,0,,,,,,,"[{'user_id': '73957360', 'username': 'Dicasodonto'}]",,,,
