id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1227726662541942786,1227630509368512512,1581547821000,2020-02-12,19:50:21,Hora oficial do Brasil,161687959,eumesmavivi0,Vivi... 🇧🇷⚘,,"Esse pessoal que tá defendendo a jararaca aí, provavelmente deve ter um chip, ou um ponto no ouvido pra afirmar categoricamente que o Hans mente #fiscaisdexereca 
...espero que ele prove que está certo. E processe bonito todos que o chamaram de mentiroso.","['jargumentista', 'crismenshova', 'davidmirandario', 'camposmello']",[],[],5,2,33,['#fiscaisdexereca'],[],https://twitter.com/eumesmavivi0/status/1227726662541942786,False,,0,,,,,,,"[{'user_id': '161687959', 'username': 'eumesmavivi0'}, {'user_id': '1167552756456001541', 'username': 'JArgumentista'}, {'user_id': '2828823327', 'username': 'CrisMenshova'}, {'user_id': '2479861125', 'username': 'davidmirandario'}, {'user_id': '36714704', 'username': 'camposmello'}]",,,,
